Case #1:
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
23914 1 9996
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
Case #446:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
Case #447:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
10024 3 9994
24661 3 9994
Case #448:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
31225 9 9994
53426 67 9994
95848 79 9994
41214 111 9994
92525 146 9994
11544 4 9993
99250 87 9993
Case #449:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
23914 1 9996
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
Case #450:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
Case #451:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
10024 3 9994
24661 3 9994
Case #452:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
31225 9 9994
53426 67 9994
95848 79 9994
41214 111 9994
92525 146 9994
11544 4 9993
99250 87 9993
Case #453:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
23914 1 9996
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
Case #454:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
Case #455:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
10024 3 9994
24661 3 9994
Case #456:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
31225 9 9994
53426 67 9994
95848 79 9994
41214 111 9994
92525 146 9994
11544 4 9993
99250 87 9993
Case #457:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
23914 1 9996
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
Case #458:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
Case #459:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
10024 3 9994
24661 3 9994
Case #460:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
31225 9 9994
53426 67 9994
95848 79 9994
41214 111 9994
92525 146 9994
11544 4 9993
99250 87 9993
Case #461:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
63101 193 9997
23914 1 9996
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
Case #462:
99959 32 960000
99990 38 940000
99963 32 930000
99961 34 920000
99982 32 910000
99987 39 910000
99983 36 890000
99992 44 850000
99957 37 820000
99954 48 790000
99973 34 740000
99967 48 720000
99988 40 710000
99953 34 700000
99968 42 700000
99969 49 680000
99994 46 670000
99985 38 650000
99955 34 630000
99977 47 630000
99958 41 620000
99993 30 570000
99975 38 540000
99976 34 480000
99966 36 480000
99986 35 470000
99996 49 450000
99951 37 420000
99974 41 420000
99984 32 410000
99998 48 380000
99978 49 380000
99970 44 360000
99952 30 350000
99995 38 320000
100000 31 300000
99991 33 300000
99980 48 300000
99960 46 280000
99997 33 270000
99979 31 240000
99972 43 230000
99964 46 220000
99999 32 190000
99965 45 190000
99981 45 170000
99989 31 70000
99956 35 60000
99971 41 40000
99962 43 30000
3972 2 9999
10952 5 9999
23662 5 9999
37339 6 9999
22415 8 9999
13609 9 9999
18825 9 9999
53515 79 9999
40496 155 9999
67104 158 9999
83078 177 9999
78597 183 9999
10638 2 9998
15425 2 9998
39306 5 9998
32220 6 9998
9469 7 9998
34681 8 9998
58227 84 9998
47829 85 9998
40437 116 9998
77753 124 9998
77041 135 9998
49958 166 9998
59132 187 9998
29771 3 9997
39836 6 9997
80694 106 9997
71630 154 9997
61186 168 9997
36924 4 9996
12004 7 9996
35335 7 9996
46553 69 9996
62790 114 9996
75090 167 9996
68285 177 9996
6518 3 9995
23082 4 9995
8997 5 9995
9365 5 9995
10403 7 9995
17193 8 9995
71066 55 9995
55893 94 9995
61367 152 9995
86491 156 9995
90037 168 9995
47667 173 9995
81397 175 9995
